name,acc,threshold,n_buy,n_sell,n_hold,pred_down,pred_neut,pred_up,max_prob,mean_prob,n_trades,win_rate,gross_ret,net_ret,sharpe,max_dd
LightGBM,0.7227906976744186,0.4,0,0,2150,0,2150,0,0.316777988066032,0.28823430487877927,0,0,0.0,0.0,0.0,0.0
LSTM,0.5618604651162791,0.48397940397262573,18,181,1951,581,1480,89,0.6730779409408569,0.36808656119329985,72,0.4166666666666667,0.13058616640421478,0.05858616640421477,1.0537280957035375,-0.12144351707802582
CNN,0.6460465116279069,0.47031130194664,22,91,2037,175,1856,119,0.6025441288948059,0.31128766702011573,26,0.2692307692307692,-0.05417597362322449,-0.08017597362322448,-1.0116576317157333,-0.08794430432415465
TFT,0.7144186046511628,0.3865872919559479,7,150,1993,30,2102,18,0.4390262961387634,0.3339852951570999,59,0.3898305084745763,0.07919721913928587,0.02019721913928587,0.7630901986356415,-0.10902387865771558
Ensemble,0.7032558139534884,0.3913964399635646,1,106,2043,62,2072,16,0.43800366514742683,0.32111085351649427,33,0.36363636363636365,0.005187591857104235,-0.02781240814289577,0.10519904890169028,-0.07448153949197203
