fold,train_start,test_start,test_end,accuracy,total_return,sharpe_ratio,max_drawdown,win_rate,n_trades,weights
1,0,5040,5700,0.24393939393939393,-0.018844577675412984,-1.6499084087207336,-0.03960648295617909,0.3333333333333333,12,"[np.float64(0.0), np.float64(1.0), np.float64(0.0)]"
2,660,5700,6360,0.30757575757575756,0.032200513408849836,2.255485545771313,-0.02740206033822868,0.5,14,"[np.float64(0.36), np.float64(0.33999999999999997), np.float64(0.30000000000000004)]"
3,1320,6360,7020,0.36363636363636365,0.059112107226861735,2.9022512928930344,-0.04860389419203425,0.5454545454545454,11,"[np.float64(0.0), np.float64(0.9500000000000001), np.float64(0.04999999999999993)]"
4,1980,7020,7680,0.21666666666666667,-0.0820039156792287,-4.520737539172322,-0.10081267185906333,0.10526315789473684,19,"[np.float64(0.1), np.float64(0.9), np.float64(0.0)]"
5,2640,7680,8340,0.26515151515151514,-0.09897607051706127,-4.318797212166931,-0.10427000240043825,0.1111111111111111,18,"[np.float64(0.0), np.float64(0.4), np.float64(0.6)]"
6,3300,8340,9000,0.27575757575757576,0.013531716500594848,0.5928661224988766,-0.058382152684318366,0.4666666666666667,15,"[np.float64(0.0), np.float64(0.55), np.float64(0.44999999999999996)]"
7,3960,9000,9660,0.3939393939393939,-0.014113160975543361,-0.7189344029413262,-0.041687083083377624,0.35714285714285715,14,"[np.float64(0.0), np.float64(0.35000000000000003), np.float64(0.6499999999999999)]"
8,4620,9660,10320,0.353030303030303,-0.003220764044419775,-0.14943501205593787,-0.03507715011147836,0.42857142857142855,14,"[np.float64(0.06999999999999992), np.float64(0.9299999999999999), np.float64(1.1102230246251565e-16)]"
9,5280,10320,10980,0.30757575757575756,0.008940852064479077,0.44706551684530116,-0.05290334016564342,0.375,16,"[np.float64(0.019999999999999934), np.float64(0.98), np.float64(1.1102230246251565e-16)]"
10,5940,10980,11640,0.2196969696969697,-0.0667042983681251,-1.967720801672317,-0.08996049199114337,0.25,16,"[np.float64(0.2), np.float64(0.8), np.float64(0.0)]"
11,6600,11640,12300,0.19696969696969696,-0.03266302961282126,-1.206471735971929,-0.08420117200837816,0.3333333333333333,18,"[np.float64(0.05), np.float64(0.15000000000000002), np.float64(0.7999999999999999)]"
12,7260,12300,12960,0.2727272727272727,0.03436699339331608,2.0240071311243737,-0.029956900368340738,0.4375,16,"[np.float64(0.82), np.float64(0.11999999999999988), np.float64(0.060000000000000164)]"
13,7920,12960,13620,0.25,-0.007999841488626407,-0.38997704779658565,-0.06149697888227173,0.3333333333333333,18,"[np.float64(0.019999999999999934), np.float64(0.9799999999999999), np.float64(2.220446049250313e-16)]"
14,8580,13620,14280,0.25,0.001890600328414075,0.17350916040797498,-0.030128101694176394,0.3333333333333333,15,"[np.float64(0.8), np.float64(0.0), np.float64(0.19999999999999996)]"
15,9240,14280,14940,0.18333333333333332,-0.05952232258745189,-2.0210757227621325,-0.09035934463602008,0.2,10,"[np.float64(0.3499999999999999), np.float64(0.4799999999999999), np.float64(0.1700000000000002)]"
16,9900,14940,15600,0.20909090909090908,-0.02166906466029286,-1.3090885725609258,-0.04777404758946566,0.29411764705882354,17,"[np.float64(0.9499999999999996), np.float64(0.04999999999999964), np.float64(7.355227538141662e-16)]"
