equity
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
9830.94309655648
9784.02446376424
9795.7541219623
9877.861729348719
9895.456216645809
9965.834165834167
9895.456216645809
9959.969336735136
9995.158311329316
9977.563824032226
10083.130747814763
10135.914209706032
10212.15698799342
10341.183228172076
10329.453569974015
10470.209468350733
10253.210791686628
10259.075620785658
10229.75147529051
10270.805278983718
10288.399766280809
10241.481133488569
10241.481133488569
10259.075620785658
10200.427329795359
10212.15698799342
10235.61630438954
10370.507373667226
10288.399766280809
10212.15698799342
10171.103184300211
10135.914209706032
10065.536260517674
10065.536260517674
10071.401089616704
10018.617627725434
10071.401089616704
10200.427329795359
10200.427329795359
10358.777715469167
10376.372202766255
10276.670108082748
10376.372202766255
10481.939126548792
10546.45224663812
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10507.6863691268
10372.915190245947
10339.958259617468
10524.51707113695
10498.151526634167
10386.097962497339
10432.237665377208
10366.323804120251
10372.915190245947
10359.732417994555
10386.097962497339
10274.04439836051
10201.539150977855
10241.08746773203
10280.635784486205
10148.299484300553
10148.299484300553
10148.299484300553
10148.299484300553
10148.299484300553
10148.299484300553
