symbol,timeframe,horizon_hours,horizon_bars,threshold,label_style,n_features,n,neutral_pct,up_pct,down_pct,balance,score,edge,n_folds,n_active_folds,med_accuracy,med_return,med_sharpe,med_win_rate,med_trades,prof_folds,reason
LINK/USD,4h,24,6,0.035,ternary,105,10750,0.7032558139534884,0.15451162790697676,0.1422325581395349,0.9586206897946168,12.870742671073682,True,2.0,1.0,0.4816072439162422,0.03860867365166814,1.488597792748837,0.6666666666666666,3.0,1.0,passes_all
LINK/USD,8h,48,6,0.05,ternary,105,5275,0.7109004739336493,0.14635071090047394,0.14274881516587679,0.9875409836496534,11.882191122698295,True,2.0,1.0,0.4304093567251462,0.058562333229552316,1.5240039881953709,0.6666666666666666,3.0,1.0,passes_all
INJ/USD,4h,8,2,0.025,ternary,105,10750,0.7751627906976745,0.11693023255813953,0.10790697674418605,0.9598676046468446,11.189577034532789,True,1.0,1.0,0.43067345783814376,0.16214297826537222,1.554679306341344,0.5714285714285714,14.0,1.0,passes_all
ARB/USD,8h,36,4,0.035,ternary,105,3015,0.6971807628524046,0.14328358208955225,0.15953565505804312,0.9463307778333108,11.08951476941226,False,2.0,1.0,0.34309623430962344,0.07181051677695287,2.177590083219793,0.6666666666666666,6.0,1.0,acc=0.34<0.36
LINK/USD,4h,36,9,0.025,ternary,105,10750,0.5108837209302326,0.24688372093023256,0.24223255813953487,0.9904906808866917,10.940209694521394,False,2.0,1.0,0.31013016411997735,0.04888308714180039,1.4759239802356807,0.7142857142857143,7.0,1.0,acc=0.31<0.36
OP/USD,8h,24,3,0.035,ternary,105,3900,0.7171794871794872,0.1335897435897436,0.14923076923076922,0.9446962830604575,10.608595441893112,True,1.0,1.0,0.5303514376996805,0.0326094772295075,0.6515666878995013,0.5,4.0,1.0,passes_all
DOGE/USD,1d,48,2,0.008,ternary,105,1625,0.3446153846153846,0.3150769230769231,0.3403076923076923,0.9615023474765809,10.114294035128484,True,1.0,1.0,0.3861788617886179,0.19689153888328437,1.8637937224330507,0.5384615384615384,13.0,1.0,passes_all
ARB/USD,4h,8,2,0.008,ternary,105,6228,0.5584457289659602,0.21226718047527296,0.22928709055876687,0.9614545455418404,10.00255937789316,False,1.0,1.0,0.27909270216962523,0.03746904250851967,1.6525593778931613,0.6666666666666666,3.0,1.0,acc=0.28<0.36
LINK/USD,4h,48,12,0.008,ternary,105,10750,0.23134883720930233,0.3807441860465116,0.38790697674418606,0.9906813506111793,9.526353193182175,True,2.0,2.0,0.40265987549518956,0.09687399622373796,1.3171117272344264,0.5137362637362638,13.5,2.0,passes_all
ARB/USD,4h,48,12,0.05,ternary,105,6228,0.6844894026974951,0.1424213230571612,0.17308927424534362,0.9027989824963705,9.454922066041936,True,2.0,2.0,0.44280078895463515,0.055555781723979,1.1807244687674154,0.4645454545454546,23.5,2.0,passes_all
ARB/USD,4h,36,9,0.05,ternary,105,6228,0.7556197816313424,0.11400128452151574,0.13037893384714194,0.9329829174884248,9.42995209666686,False,1.0,1.0,0.2495069033530572,0.11391464903655178,2.198133914848679,0.5454545454545454,22.0,1.0,acc=0.25<0.36
ARB/USD,4h,24,6,0.035,ternary,105,6228,0.7190109184328838,0.13102119460500963,0.1499678869621066,0.9325714288113972,9.387713184054878,True,2.0,2.0,0.3969428007889546,0.01825349013396053,0.4390745595801331,0.5706521739130435,13.5,2.0,passes_all
LINK/USD,4h,48,12,0.05,ternary,105,10750,0.6842790697674419,0.1601860465116279,0.15553488372093024,0.9852681202588002,9.304427107198883,True,2.0,2.0,0.5019807583474816,0.022392736787649394,0.48147860691591987,0.4222222222222222,16.0,2.0,passes_all
LINK/USD,4h,36,9,0.018,ternary,105,10750,0.41990697674418603,0.2884651162790698,0.2916279069767442,0.9945477870523752,9.29860131690148,False,2.0,2.0,0.3423882286361064,0.06578597311550702,1.4070867441793524,0.5729166666666667,14.0,2.0,acc=0.34<0.36
OP/USD,4h,36,9,0.025,ternary,105,7999,0.49006125765720715,0.24165520690086262,0.26828353544193023,0.9477813190531251,8.703949556674937,True,1.0,1.0,0.3697478991596639,0.08534786317751532,1.3589915734816604,0.5,16.0,1.0,passes_all
ARB/USD,4h,36,9,0.035,ternary,105,6228,0.6311817597944765,0.1708413615928067,0.19797687861271676,0.9264257729465478,8.09941429764631,False,2.0,2.0,0.3427021696252466,0.024586598819833216,0.7184478282183027,0.5384615384615384,21.0,2.0,acc=0.34<0.36
DOGE/USD,4h,36,9,0.008,ternary,105,10750,0.3068837209302326,0.332,0.36111627906976745,0.9579922158705655,7.830780236283135,True,2.0,1.0,0.39105829088851163,0.1606531558529319,1.0596144185129033,0.43333333333333335,60.0,1.0,passes_all
INJ/USD,8h,24,3,0.035,ternary,105,5275,0.6860663507109005,0.16246445497630332,0.1514691943127962,0.9649758455221935,7.637546541771801,False,2.0,1.0,0.34152046783625734,0.08878053105443723,0.8571371850466548,0.5,16.0,1.0,acc=0.34<0.36
LINK/USD,8h,48,6,0.035,ternary,105,5275,0.5922274881516588,0.2060663507109005,0.20170616113744075,0.989307298956952,7.422894520350735,True,2.0,1.0,0.3742690058479532,0.056751749668276355,0.9208477367250057,0.4444444444444444,9.0,1.0,passes_all
INJ/USD,4h,24,6,0.035,ternary,105,10750,0.6340465116279069,0.18753488372093025,0.1784186046511628,0.9750889680396018,7.283436182755764,True,2.0,1.0,0.38879456706281834,0.09144154909550635,0.7672222608542361,0.41935483870967744,31.0,1.0,passes_all
DOGE/USD,4h,48,12,0.025,ternary,105,10750,0.5004651162790698,0.23888372093023255,0.26065116279069767,0.9564245810928186,7.275759860119476,True,2.0,1.0,0.3769100169779287,0.10042799035529405,0.6966504296518119,0.4393939393939394,66.0,1.0,passes_all
OP/USD,4h,24,6,0.05,ternary,105,7999,0.7824728091011376,0.10763845480685086,0.1098887360920115,0.9896551724613496,7.180748663101604,False,2.0,2.0,0.6390374331550802,-0.06049332995045442,-1.135501180872755,0.26136363636363635,17.0,0.0,"wr=0.26<0.36, prof=0%<34%, sharpe=-1.14<0.2"
DOGE/USD,8h,48,6,0.018,ternary,105,5275,0.46767772511848343,0.2453080568720379,0.2870142180094787,0.9216524217996024,6.6375364591449,False,2.0,2.0,0.347953216374269,0.06737457397571434,0.7999007030880911,0.4285714285714286,14.0,2.0,acc=0.35<0.36
INJ/USD,4h,36,9,0.035,ternary,105,10750,0.5484651162790698,0.22827906976744186,0.22325581395348837,0.9888751545363808,6.513204610309599,False,2.0,2.0,0.4425580079230334,0.025234477895027613,0.1620444518489315,0.4666666666666667,5.5,1.0,sharpe=0.16<0.2
LINK/USD,4h,36,9,0.035,ternary,105,10750,0.6185116279069768,0.19330232558139535,0.1881860465116279,0.9865886369529803,6.496593980934072,True,2.0,1.0,0.36728919071873234,0.020710547362871513,0.2722387379879968,0.42857142857142855,35.0,1.0,passes_all
DOGE/USD,4h,48,12,0.018,ternary,105,10750,0.41851162790697677,0.27711627906976743,0.3043720930232558,0.9531274996806718,6.39887277483407,False,1.0,1.0,0.34125636672325976,0.10869077639936513,0.8510181676416022,0.41818181818181815,55.0,1.0,acc=0.34<0.36
OP/USD,8h,48,6,0.035,ternary,105,3900,0.5733333333333334,0.20102564102564102,0.22564102564102564,0.9423076924429087,6.312372359063328,False,2.0,2.0,0.34025559105431313,-0.026409223967780518,0.05726053797706632,0.5833333333333334,7.5,1.0,"acc=0.34<0.36, sharpe=0.06<0.2"
DOGE/USD,4h,36,9,0.018,ternary,105,10750,0.470046511627907,0.25302325581395346,0.27693023255813953,0.9548885379120499,6.260471145117125,False,2.0,1.0,0.3503112620260328,0.06623080894327123,0.5542459045964693,0.4166666666666667,72.0,1.0,acc=0.35<0.36
LINK/USD,1d,36,2,0.035,ternary,105,1625,0.6664615384615384,0.17046153846153847,0.16307692307692306,0.9778597786641657,6.241733321059642,False,2.0,1.0,0.24796747967479674,0.016092270098076553,0.291733321059642,0.5,4.0,1.0,acc=0.25<0.36
LINK/USD,4h,48,12,0.035,ternary,105,10750,0.5534883720930233,0.2238139534883721,0.22269767441860466,0.9975000000055989,6.2299942302338085,False,2.0,2.0,0.33984153933220146,0.040730371276054396,0.554592015018351,0.4285714285714286,26.0,2.0,acc=0.34<0.36
DOGE/USD,4h,48,12,0.035,ternary,105,10750,0.5949767441860465,0.1970232558139535,0.208,0.9728984842194169,5.927459258286861,False,2.0,1.0,0.3531409168081494,0.036542089914617285,0.45875856918269725,0.39705882352941174,68.0,1.0,acc=0.35<0.36
DOGE/USD,4h,36,9,0.05,ternary,105,10750,0.7641860465116279,0.12455813953488372,0.11125581395348837,0.9435897438289587,5.897499789688682,False,2.0,2.0,0.4620826259196378,0.031490276959429325,0.19730689862512044,0.3672360248447205,37.0,1.0,sharpe=0.20<0.2
INJ/USD,4h,48,12,0.025,ternary,105,10750,0.3854883720930233,0.301953488372093,0.3125581395348837,0.9827429609726783,5.779401198062692,False,2.0,2.0,0.3242784380305603,0.025982948315982867,0.6008297694912634,0.42857142857142855,7.0,2.0,acc=0.32<0.36
ARB/USD,4h,36,9,0.008,ternary,105,6228,0.2750481695568401,0.3379897238278741,0.3869621066152858,0.9324473976568588,5.715208147972515,False,2.0,2.0,0.34911242603550297,0.008855282517078195,0.4329596272624578,0.41666666666666663,6.0,2.0,acc=0.35<0.36
LINK/USD,1d,36,2,0.025,ternary,105,1625,0.587076923076923,0.21353846153846154,0.19938461538461538,0.9657228018713867,5.674062452786997,False,2.0,2.0,0.233739837398374,0.008012076773912212,0.1740624527869974,0.45,7.0,2.0,"acc=0.23<0.36, sharpe=0.17<0.2"
DOGE/USD,4h,48,12,0.05,ternary,105,10750,0.7122790697674418,0.14632558139534885,0.1413953488372093,0.9828645328755921,5.643424389399211,False,2.0,2.0,0.3347481607243916,0.060030146173272084,0.5167441637826037,0.39878113407525173,62.5,2.0,acc=0.33<0.36
