symbol,timeframe,horizon_hours,horizon_bars,threshold,label_style,n_features,n,neutral_pct,up_pct,down_pct,balance,score,edge,n_folds,n_active_folds,med_accuracy,med_return,med_sharpe,med_win_rate,med_trades,prof_folds,reason
OP/USD,1d,72,3,0.012,binary,105,813,0.0,0.46494464944649444,0.5350553505535055,0.9298892989630997,19.20135135135135,True,2.0,2.0,0.5675675675675675,0.2750731426639928,20.10958173109931,0.85,6.5,2.0,passes_all
ARB/USD,1d,72,3,0.008,binary,105,692,0.0,0.4638728323699422,0.5361271676300579,0.9277456648121387,17.998351648351647,True,2.0,2.0,0.5824175824175825,0.12305553329107233,11.896517727251613,0.7333333333333334,9.0,2.0,passes_all
ARB/USD,1d,72,3,0.018,binary,105,521,0.0,0.47024952015355087,0.5297504798464492,0.9404990403666027,17.630645161290325,True,2.0,1.0,0.6290322580645161,0.09501955794332444,14.567834050049058,0.6666666666666666,6.0,1.0,passes_all
ARB/USD,1d,48,2,0.008,binary,105,653,0.0,0.4762633996937213,0.5237366003062787,0.9525267994349158,16.95952380952381,True,2.0,2.0,0.6071428571428572,0.18550834359738722,15.248611983541494,0.6277777777777778,9.5,2.0,passes_all
ARB/USD,4h,12,3,0.035,binary,105,910,0.0,0.47802197802197804,0.521978021978022,0.956043956087912,16.772873433924207,True,2.0,2.0,0.6141732283464567,0.1526575936862585,12.174335387770785,0.6026272577996716,25.0,2.0,passes_all
OP/USD,1d,48,2,0.008,binary,105,868,0.0,0.47235023041474655,0.5276497695852534,0.9447004608847926,16.735714285714288,True,2.0,2.0,0.6000000000000001,0.2696054305365392,13.809899680598347,0.6190476190476191,10.0,2.0,passes_all
OP/USD,8h,8,1,0.018,binary,105,821,0.0,0.47868453105968334,0.5213154689403167,0.9573690621619976,16.6422268907563,True,2.0,2.0,0.5982142857142857,0.1815386873888774,12.200962836254341,0.6151960784313726,14.5,2.0,passes_all
INJ/USD,1d,12,1,0.035,ternary,105,1625,0.7815384615384615,0.11261538461538462,0.10584615384615384,0.9690140846488792,16.10846730505769,True,2.0,2.0,0.766260162601626,0.0402870195719509,2.5832640530251716,0.41666666666666663,5.0,2.0,passes_all
INJ/USD,1d,8,1,0.035,ternary,105,1625,0.7815384615384615,0.11261538461538462,0.10584615384615384,0.9690140846488792,15.904328072692492,True,2.0,2.0,0.6991869918699187,0.11493571545302984,3.9422832457651187,0.43137254901960786,10.0,2.0,passes_all
ARB/USD,8h,24,3,0.025,binary,105,1023,0.0,0.46529814271749753,0.5347018572825024,0.9305962855043989,15.845738203957382,True,2.0,2.0,0.5753424657534247,0.23704280896571384,11.381412752512427,0.5925925925925926,27.0,2.0,passes_all
OP/USD,15m,4,16,0.05,binary,105,1012,0.0,0.383399209486166,0.616600790513834,0.7667984192055336,15.811868686868685,True,2.0,2.0,0.6076388888888888,0.029286925135809272,3.3121081098755742,0.5472727272727272,29.0,2.0,passes_all
LINK/USD,1h,4,4,0.05,binary,105,1034,0.0,0.5029013539651838,0.49709864603481624,0.9941972920754352,15.756149172428241,True,2.0,2.0,0.5506756756756757,0.1306805835380691,5.882583900075483,0.6195090439276486,39.5,2.0,passes_all
ARB/USD,1d,4,1,0.005,binary,105,675,0.0,0.4622222222222222,0.5377777777777778,0.92444444452,15.42987012987013,True,2.0,2.0,0.5511363636363636,0.15305139768368553,13.358481718639371,0.6071428571428572,8.5,2.0,passes_all
DOGE/USD,1h,4,4,0.05,binary,105,1215,0.0,0.5646090534979424,0.4353909465020576,0.8707818931333333,15.30486125158609,True,2.0,2.0,0.5674157303370787,0.16120547013201575,6.352711006549139,0.5671031096563011,43.0,2.0,passes_all
OP/USD,1d,72,3,0.035,binary,105,533,0.0,0.48592870544090055,0.5140712945590994,0.9718574109099437,15.2625,True,2.0,2.0,0.640625,0.087699462671728,10.143631003207021,0.5,5.0,2.0,passes_all
OP/USD,2h,4,2,0.035,binary,105,1024,0.0,0.515625,0.484375,0.96875000003125,15.225035427491733,True,2.0,2.0,0.5684931506849316,0.10117765153854344,5.177068753007999,0.5603448275862069,28.5,2.0,passes_all
ARB/USD,4h,24,6,0.035,binary,105,1750,0.0,0.4662857142857143,0.5337142857142857,0.9325714286388572,15.105473272046305,True,2.0,2.0,0.599250936329588,0.13643723512875822,6.452897562361073,0.5113636363636364,33.0,2.0,passes_all
DOGE/USD,1d,72,3,0.018,binary,105,862,0.0,0.4767981438515081,0.5232018561484919,0.95359628774942,15.103361344537817,True,2.0,2.0,0.596638655462185,0.17684551314171848,9.414970146740323,0.5147058823529411,17.5,2.0,passes_all
LINK/USD,1d,8,1,0.018,binary,105,552,0.0,0.5054347826086957,0.4945652173913043,0.9891304347934782,14.788235294117642,True,2.0,2.0,0.5294117647058822,0.19578541196851165,15.002887867259481,0.5833333333333333,12.5,2.0,passes_all
DOGE/USD,4h,12,3,0.05,binary,105,873,0.0,0.5418098510882016,0.4581901489117984,0.9163802979072165,14.71602703516579,True,2.0,2.0,0.5495867768595042,0.1161378738430093,6.338718439578228,0.5516194331983806,32.0,2.0,passes_all
DOGE/USD,2h,8,4,0.05,binary,105,1267,0.0,0.5469613259668509,0.4530386740331492,0.906077348160221,14.702926723514958,True,2.0,2.0,0.5802139037433155,0.11685806771906573,4.714911614699938,0.5099099099099099,41.0,2.0,passes_all
DOGE/USD,1d,72,3,0.025,binary,105,747,0.0,0.48460508701472554,0.5153949129852744,0.969210174060241,14.549999999999999,True,2.0,2.0,0.58,0.11732769395561826,6.973940417051483,0.5,12.5,2.0,passes_all
OP/USD,1d,8,1,0.008,binary,105,760,0.0,0.4789473684210526,0.5210526315789473,0.9578947368842106,14.495889894419305,True,2.0,2.0,0.5343137254901961,0.08932035152649642,6.2406977337297045,0.5673076923076923,8.5,2.0,passes_all
LINK/USD,8h,12,2,0.025,ternary,105,5275,0.7330805687203792,0.1351658767772512,0.13175355450236967,0.987215909138804,14.467035341978132,True,2.0,2.0,0.5812865497076023,0.1685581133671616,3.781275811847272,0.49275362318840576,46.0,2.0,passes_all
ARB/USD,1h,8,8,0.05,binary,105,1479,0.0,0.5003380662609872,0.49966193373901285,0.9993238674787018,14.456327756327756,True,2.0,2.0,0.5743243243243243,0.07730850508984367,4.657986340223069,0.5013227513227513,34.5,2.0,passes_all
DOGE/USD,1d,4,1,0.012,binary,105,689,0.0,0.49056603773584906,0.5094339622641509,0.981132075490566,14.429797979797979,True,2.0,2.0,0.5444444444444445,0.15662309979153752,10.61818921242996,0.5393939393939393,13.0,2.0,passes_all
DOGE/USD,1d,72,3,0.005,binary,105,1345,0.0,0.4654275092936803,0.5345724907063197,0.9308550186565056,14.403365384615384,True,2.0,2.0,0.5925,0.13961904693151844,5.714258263323904,0.4735576923076923,21.0,2.0,passes_all
ARB/USD,2h,12,6,0.035,binary,105,2097,0.0,0.4797329518359561,0.5202670481640439,0.9594659037124463,14.37470397819235,True,2.0,2.0,0.5892307692307692,0.1673862735854409,5.341190377545808,0.4760059062384644,53.0,2.0,passes_all
DOGE/USD,1d,72,3,0.008,binary,105,1180,0.0,0.46440677966101696,0.535593220338983,0.9288135593932203,14.353276955602535,True,2.0,2.0,0.5872093023255813,0.11599174975064216,5.34563298455174,0.4772727272727273,16.5,2.0,passes_all
ARB/USD,1d,48,2,0.005,binary,105,732,0.0,0.47540983606557374,0.5245901639344263,0.9508196721803278,14.312244897959184,True,2.0,2.0,0.5306122448979592,0.1295470441430186,10.570407160359478,0.55,10.0,2.0,passes_all
DOGE/USD,1d,72,3,0.012,binary,105,1005,0.0,0.4746268656716418,0.5253731343283582,0.9492537313940299,14.214568764568764,True,2.0,2.0,0.6048951048951049,0.11260826655050933,5.4255726706465035,0.4444444444444444,15.0,2.0,passes_all
