fold,train_start,test_start,test_end,accuracy,total_return,sharpe_ratio,max_drawdown,win_rate,n_trades,weights,horizon_bars,threshold
1,0,5040,5700,0.14545454545454545,0.0007308440609029276,0.10252149524414918,-0.05844878062104807,0.38095238095238093,21,"[np.float64(0.9299999999999998), np.float64(0.049999999999999836), np.float64(0.020000000000000337)]",12,0.035
2,660,5700,6360,0.25757575757575757,-0.03958781533541442,-1.2764745005737612,-0.047283563078810716,0.373134328358209,67,"[np.float64(0.00999999999999994), np.float64(0.029999999999999874), np.float64(0.9600000000000002)]",12,0.035
3,1320,6360,7020,0.45454545454545453,-0.07649644868086343,-2.1135866840468656,-0.11909925255120171,0.3333333333333333,51,"[np.float64(0.0), np.float64(0.0), np.float64(1.0)]",12,0.035
4,1980,7020,7680,0.19242424242424241,-0.09776856894320117,-4.384122696193391,-0.11093360168216714,0.2413793103448276,58,"[np.float64(0.0), np.float64(0.3299999999999999), np.float64(0.6700000000000002)]",12,0.035
5,2640,7680,8340,0.6848484848484848,0.0,0.0,0.0,0.0,0,"[np.float64(0.8099999999999999), np.float64(0.08999999999999986), np.float64(0.1000000000000002)]",12,0.035
6,3300,8340,9000,0.843939393939394,0.0,0.0,0.0,0.0,0,"[np.float64(0.8199999999999998), np.float64(0.0699999999999998), np.float64(0.11000000000000036)]",12,0.035
7,3960,9000,9660,0.7818181818181819,-0.0030749395215136244,-0.23599267406694033,-0.018891133993450385,0.35714285714285715,14,"[np.float64(0.6900000000000001), np.float64(0.21999999999999995), np.float64(0.09)]",12,0.035
8,4620,9660,10320,0.8409090909090909,0.0074152293103798,1.0655675422164728,-0.015916127552349172,0.6666666666666666,3,"[np.float64(0.9500000000000001), np.float64(0.0), np.float64(0.04999999999999993)]",12,0.035
9,5280,10320,10980,0.6333333333333333,-0.028380222196941213,-1.2547939422928858,-0.042645170295718196,0.25,8,"[np.float64(0.6000000000000001), np.float64(0.35000000000000003), np.float64(0.04999999999999988)]",12,0.035
10,5940,10980,11640,0.6439393939393939,0.0,0.0,0.0,0.0,0,"[np.float64(0.8), np.float64(0.0), np.float64(0.19999999999999996)]",12,0.035
11,6600,11640,12300,0.6666666666666666,0.04085188205249215,2.1556024630027704,-0.02529034022391511,0.47368421052631576,19,"[np.float64(0.0), np.float64(1.0), np.float64(0.0)]",12,0.035
12,7260,12300,12960,0.5969696969696969,-0.10235575600867469,-4.142888282437341,-0.14306036120331467,0.21428571428571427,28,"[np.float64(0.5499999999999998), np.float64(0.019999999999999823), np.float64(0.4300000000000004)]",12,0.035
13,7920,12960,13620,0.7727272727272727,0.0,0.0,0.0,0.0,0,"[np.float64(1.0), np.float64(0.0), np.float64(0.0)]",12,0.035
14,8580,13620,14280,0.693939393939394,-0.010024628030608074,-2.104927322263798,-0.012257640920374622,0.25,4,"[np.float64(0.7399999999999999), np.float64(0.19999999999999993), np.float64(0.06000000000000019)]",12,0.035
15,9240,14280,14940,0.7666666666666667,0.0,0.0,0.0,0.0,0,"[np.float64(0.9500000000000001), np.float64(0.0), np.float64(0.04999999999999993)]",12,0.035
16,9900,14940,15600,0.6318181818181818,0.0,0.0,0.0,0.0,0,"[np.float64(0.7000000000000001), np.float64(0.0), np.float64(0.29999999999999993)]",12,0.035
17,10560,15600,16260,0.43333333333333335,0.07087591995867515,1.8196499311896022,-0.08775666476898836,0.42105263157894735,38,"[np.float64(0.0), np.float64(0.21999999999999995), np.float64(0.78)]",12,0.035
18,11220,16260,16920,0.5651515151515152,0.06562506517662041,4.495082604537022,-0.01397311074946283,0.6666666666666666,6,"[np.float64(0.7599999999999998), np.float64(0.07999999999999995), np.float64(0.16000000000000025)]",12,0.035
19,11880,16920,17580,0.7151515151515152,-0.02030451387218909,-1.6526228483032261,-0.031102729660271763,0.16666666666666666,6,"[np.float64(0.5), np.float64(0.5), np.float64(0.0)]",12,0.035
20,12540,17580,18240,0.6393939393939394,0.0,0.0,0.0,0.0,0,"[np.float64(0.8799999999999998), np.float64(0.05999999999999983), np.float64(0.060000000000000386)]",12,0.035
21,13200,18240,18900,0.4712121212121212,-0.06017073493219523,-3.0992981679804203,-0.06487391172937368,0.1875,16,"[np.float64(0.9399999999999998), np.float64(0.009999999999999828), np.float64(0.050000000000000336)]",12,0.035
22,13860,18900,19560,0.21515151515151515,-0.003211987750663502,-0.0026271024980289485,-0.07043618709862552,0.4,40,"[np.float64(0.87), np.float64(0.0), np.float64(0.13)]",12,0.035
23,14520,19560,20220,0.5863636363636363,-0.002189697900871761,-0.029222118867694505,-0.04899158535708443,0.3333333333333333,21,"[np.float64(0.9500000000000001), np.float64(0.0), np.float64(0.04999999999999993)]",12,0.035
24,15180,20220,20880,0.7893939393939394,0.0,0.0,0.0,0.0,0,"[np.float64(1.0), np.float64(0.0), np.float64(0.0)]",12,0.035
