fold,train_start,test_start,test_end,accuracy,total_return,sharpe_ratio,max_drawdown,win_rate,n_trades,weights,horizon_bars,threshold
1,0,5040,5700,0.33484848484848484,-0.16614600329838486,-5.805360011080559,-0.1988258335859986,0.21212121212121213,66,"[np.float64(0.71), np.float64(0.04999999999999995), np.float64(0.2400000000000001)]",12,0.008
2,660,5700,6360,0.34393939393939393,-0.008450342657448345,-0.31135588250798585,-0.05465110075147321,0.45,80,"[np.float64(0.89), np.float64(0.019999999999999934), np.float64(0.09000000000000005)]",12,0.008
3,1320,6360,7020,0.37727272727272726,-0.0927871947985719,-1.3485643411816963,-0.14963758606867816,0.29411764705882354,51,"[np.float64(0.98), np.float64(0.0), np.float64(0.020000000000000018)]",12,0.008
4,1980,7020,7680,0.36515151515151517,-0.004887898863905684,-0.09950428386002232,-0.050091461246953475,0.37777777777777777,45,"[np.float64(1.0), np.float64(0.0), np.float64(0.0)]",12,0.008
5,2640,7680,8340,0.3712121212121212,0.030760252211429907,1.3698731124913541,-0.04576785892362326,0.5375,80,"[np.float64(0.53), np.float64(0.06999999999999994), np.float64(0.4)]",12,0.008
6,3300,8340,9000,0.32272727272727275,-0.08104622256479416,-2.209998460892151,-0.09583199782044181,0.4166666666666667,72,"[np.float64(0.1099999999999999), np.float64(0.5900000000000001), np.float64(0.30000000000000004)]",12,0.008
7,3960,9000,9660,0.33181818181818185,-0.038292804271500065,-1.4479735439429806,-0.057365257921285696,0.3283582089552239,67,"[np.float64(0.7499999999999999), np.float64(0.1799999999999999), np.float64(0.0700000000000002)]",12,0.008
8,4620,9660,10320,0.2772727272727273,-0.0714796114104156,-2.9313807335805664,-0.10301325455861497,0.29508196721311475,61,"[np.float64(0.6499999999999999), np.float64(0.27999999999999986), np.float64(0.07000000000000023)]",12,0.008
9,5280,10320,10980,0.2318181818181818,-0.14393412048072152,-10.410633956056268,-0.14393412048072152,0.3364485981308411,107,"[np.float64(0.9299999999999999), np.float64(0.05999999999999994), np.float64(0.01000000000000012)]",12,0.008
10,5940,10980,11640,0.396969696969697,-0.00956832042851638,-0.2551237474461428,-0.07289047876572662,0.390625,64,"[np.float64(0.0), np.float64(0.6000000000000001), np.float64(0.3999999999999999)]",12,0.008
11,6600,11640,12300,0.32727272727272727,-0.014608127443059494,-0.6655886215473553,-0.05185533102018813,0.359375,64,"[np.float64(0.9), np.float64(0.0), np.float64(0.09999999999999998)]",12,0.008
12,7260,12300,12960,0.36363636363636365,-0.15435959379619962,-2.6247506236749474,-0.17759970354452653,0.30303030303030304,66,"[np.float64(0.7899999999999998), np.float64(0.2099999999999999), np.float64(2.7755575615628914e-16)]",12,0.008
13,7920,12960,13620,0.3803030303030303,-0.05556623598700862,-2.5994961222497084,-0.08164901913535708,0.2727272727272727,22,"[np.float64(0.25), np.float64(0.2699999999999999), np.float64(0.4800000000000001)]",12,0.008
14,8580,13620,14280,0.3893939393939394,-0.017090541437822685,-0.441322569498082,-0.09215894895459177,0.4520547945205479,73,"[np.float64(0.8799999999999997), np.float64(0.11999999999999982), np.float64(5.134781488891349e-16)]",12,0.008
15,9240,14280,14940,0.35454545454545455,-0.08545132284456013,-3.49800714647545,-0.10505258953518556,0.3181818181818182,66,"[np.float64(0.9199999999999999), np.float64(0.0), np.float64(0.08000000000000007)]",12,0.008
16,9900,14940,15600,0.3393939393939394,-0.05466736176938466,-1.2582941863427184,-0.14362386271781166,0.375,48,"[np.float64(0.5099999999999999), np.float64(0.11999999999999998), np.float64(0.3700000000000001)]",12,0.008
17,10560,15600,16260,0.3484848484848485,-0.09153735423314684,-2.4061014126769704,-0.09904842085058282,0.3,60,"[np.float64(0.35000000000000003), np.float64(0.0), np.float64(0.6499999999999999)]",12,0.008
18,11220,16260,16920,0.3696969696969697,-0.07633097402992262,-1.9718861813264834,-0.10510179455200414,0.3,60,"[np.float64(0.0), np.float64(0.8), np.float64(0.19999999999999996)]",12,0.008
19,11880,16920,17580,0.3621212121212121,-0.12686545090330728,-4.806415387050988,-0.13093653030632724,0.24242424242424243,66,"[np.float64(0.75), np.float64(0.05999999999999994), np.float64(0.19000000000000006)]",12,0.008
20,12540,17580,18240,0.39545454545454545,0.03433776001429687,1.2925983130028367,-0.05532461725399695,0.46296296296296297,54,"[np.float64(0.1), np.float64(0.25), np.float64(0.65)]",12,0.008
21,13200,18240,18900,0.3378787878787879,-0.01589688047611944,-0.4884980052134666,-0.08748856040920988,0.42424242424242425,66,"[np.float64(0.3), np.float64(0.00999999999999994), np.float64(0.6900000000000001)]",12,0.008
22,13860,18900,19560,0.3303030303030303,-0.039528014868390894,-3.0857700860540866,-0.04453187307633623,0.0,2,"[np.float64(0.9099999999999998), np.float64(0.0899999999999998), np.float64(3.885780586188048e-16)]",12,0.008
23,14520,19560,20220,0.30303030303030304,-0.05903950572932135,-2.514426575540562,-0.07953526200847985,0.2702702702702703,37,"[np.float64(0.92), np.float64(0.0799999999999999), np.float64(5.551115123125783e-17)]",12,0.008
24,15180,20220,20880,0.29393939393939394,0.0,0.0,0.0,0.0,0,"[np.float64(1.0), np.float64(0.0), np.float64(0.0)]",12,0.008
