fold,train_start,test_start,test_end,accuracy,total_return,sharpe_ratio,max_drawdown,win_rate,n_trades,weights,horizon_bars,threshold
1,0,5040,5700,0.509090909090909,0.1366878745316013,2.431397518908413,-0.06400044294940932,0.4838709677419355,31,"[np.float64(0.0), np.float64(0.0), np.float64(1.0)]",4,0.018
2,660,5700,6360,0.5272727272727272,0.008900708279623177,0.4475733833276624,-0.03988703083907296,0.4,10,"[np.float64(0.05), np.float64(0.7000000000000001), np.float64(0.2499999999999999)]",4,0.018
3,1320,6360,7020,0.4015151515151515,-0.12481872477751603,-2.4089598676936537,-0.18598968167347596,0.3559322033898305,59,"[np.float64(0.5799999999999998), np.float64(0.03999999999999984), np.float64(0.38000000000000034)]",4,0.018
4,1980,7020,7680,0.29545454545454547,-0.15296617863466236,-4.227576427859054,-0.1767052558836614,0.2553191489361702,47,"[np.float64(0.0), np.float64(1.0), np.float64(0.0)]",4,0.018
5,2640,7680,8340,0.5287878787878788,-0.008358096458988258,-0.16233506899318956,-0.08435576267020421,0.35294117647058826,17,"[np.float64(0.9099999999999999), np.float64(0.0), np.float64(0.09000000000000008)]",4,0.018
6,3300,8340,9000,0.4409090909090909,0.15462519556783372,4.755892319359792,-0.022720483203838314,0.6363636363636364,22,"[np.float64(0.039999999999999925), np.float64(0.94), np.float64(0.02000000000000013)]",4,0.018
7,3960,9000,9660,0.4590909090909091,0.050006083260912416,1.9856510920910075,-0.03734246456043769,0.40625,32,"[np.float64(0.00999999999999994), np.float64(0.98), np.float64(0.01000000000000012)]",4,0.018
8,4620,9660,10320,0.7818181818181819,0.0027462601975032155,0.24376330994185288,-0.03012630914451747,0.3333333333333333,6,"[np.float64(0.0), np.float64(0.97), np.float64(0.030000000000000027)]",4,0.018
9,5280,10320,10980,0.5242424242424243,-0.17706356589511998,-7.7398732856553085,-0.19529749174691127,0.18604651162790697,43,"[np.float64(0.59), np.float64(0.1099999999999999), np.float64(0.30000000000000016)]",4,0.018
10,5940,10980,11640,0.5621212121212121,-0.03092827455387651,-2.7375094511662277,-0.04319576121658181,0.0,3,"[np.float64(0.7899999999999998), np.float64(0.1799999999999999), np.float64(0.030000000000000276)]",4,0.018
11,6600,11640,12300,0.1893939393939394,-0.000998442432101183,0.11331092562273792,-0.08809321575691086,0.391304347826087,69,"[np.float64(0.0), np.float64(0.05), np.float64(0.95)]",4,0.018
12,7260,12300,12960,0.22727272727272727,-0.13301623227055825,-2.6941925269108475,-0.1830277470180208,0.3142857142857143,70,"[np.float64(0.0), np.float64(0.98), np.float64(0.020000000000000018)]",4,0.018
13,7920,12960,13620,0.4575757575757576,-0.09916820813604117,-3.5060227656461835,-0.13971042478825219,0.27906976744186046,43,"[np.float64(0.0), np.float64(0.1), np.float64(0.9)]",4,0.018
14,8580,13620,14280,0.4318181818181818,-0.04172523065506994,-1.2286075735425463,-0.08718171852055268,0.3333333333333333,24,"[np.float64(0.7199999999999999), np.float64(0.0), np.float64(0.28000000000000014)]",4,0.018
15,9240,14280,14940,0.5757575757575758,-0.06316188022761453,-1.859173978352465,-0.1222193566613073,0.2777777777777778,36,"[np.float64(0.0), np.float64(0.62), np.float64(0.38)]",4,0.018
16,9900,14940,15600,0.44242424242424244,-0.07150872283559966,-2.848542298959168,-0.09814478546192448,0.2962962962962963,27,"[np.float64(0.78), np.float64(0.029999999999999943), np.float64(0.19000000000000003)]",4,0.018
17,10560,15600,16260,0.4984848484848485,0.004180266194628894,0.2705921030468875,-0.06213068552009809,0.38461538461538464,13,"[np.float64(0.99), np.float64(0.0), np.float64(0.010000000000000009)]",4,0.018
18,11220,16260,16920,0.4348484848484849,0.0,0.0,0.0,0.0,0,"[np.float64(0.7599999999999998), np.float64(0.10999999999999989), np.float64(0.13000000000000034)]",4,0.018
19,11880,16920,17580,0.4590909090909091,0.07014879836128549,2.1480513898275655,-0.048594243635079803,0.45614035087719296,57,"[np.float64(0.06999999999999994), np.float64(0.04999999999999995), np.float64(0.8800000000000001)]",4,0.018
20,12540,17580,18240,0.48484848484848486,-0.038975310778114725,-1.5085299788388806,-0.08658751803792115,0.41025641025641024,39,"[np.float64(1.0), np.float64(0.0), np.float64(0.0)]",4,0.018
21,13200,18240,18900,0.34393939393939393,-0.1308535115634917,-5.159188960065189,-0.1547731613908112,0.21428571428571427,42,"[np.float64(0.0), np.float64(0.9400000000000001), np.float64(0.05999999999999994)]",4,0.018
22,13860,18900,19560,0.26212121212121214,-0.019851873651408822,-0.26565957565018994,-0.0910534342896848,0.39285714285714285,56,"[np.float64(0.2), np.float64(0.0), np.float64(0.8)]",4,0.018
23,14520,19560,20220,0.6181818181818182,0.0,0.0,0.0,0.0,0,"[np.float64(1.0), np.float64(0.0), np.float64(0.0)]",4,0.018
24,15180,20220,20880,0.5257575757575758,0.042438443849484066,1.8291588760368709,-0.04446573608090959,0.41025641025641024,39,"[np.float64(0.0), np.float64(0.82), np.float64(0.18000000000000005)]",4,0.018
