name,acc,threshold,n_buy,n_sell,n_hold,pred_down,pred_neut,pred_up,max_prob,mean_prob,n_trades,win_rate,gross_ret,net_ret,sharpe,max_dd
LightGBM,0.28992855496658215,0.6109964603577133,128,460,3751,2637,742,960,0.862619961712635,0.4821796771305906,149,0.35570469798657717,-0.07041475753706054,-0.21941475753706052,-0.5014408141603509,-0.13615064714475414
LSTM,0.23738188522701084,0.5433182120323181,118,517,3704,2958,185,1196,0.7068328857421875,0.46607045282908754,164,0.3353658536585366,-0.14642179383293114,-0.3104217938329311,-1.2004023529260195,-0.15826852422928792
CNN,0.23438580318045632,0.533756309747696,19,611,3709,2617,212,1510,0.7407684922218323,0.44818260966632517,112,0.2767857142857143,-0.18841670044489828,-0.30041670044489827,-2.3713016610351914,-0.21087281448280784
TFT,0.20649919336252592,0.47531682848930357,101,545,3693,3162,49,1128,0.6080950498580933,0.4333926328771481,174,0.2988505747126437,-0.21545981391108918,-0.3894598139110892,-1.7609256885767395,-0.2383412512494821
Ensemble,0.23069831758469694,0.4955723205809031,61,582,3696,3248,141,950,0.6138736441747878,0.43993314990478277,153,0.3202614379084967,-0.13768422589535512,-0.29068422589535514,-1.2410751161264744,-0.155801442347051
