fold,train_start,test_start,test_end,accuracy,total_return,sharpe_ratio,max_drawdown,win_rate,n_trades,weights
1,0,1260,1425,0.3333333333333333,0.0,0.0,0.0,0.0,0,"[np.float64(0.9299999999999999), np.float64(0.04999999999999988), np.float64(0.020000000000000184)]"
2,165,1425,1590,0.4121212121212121,-0.37198238676705314,-16.002391018158708,-0.4003867404248746,0.17857142857142858,28,"[np.float64(0.0), np.float64(0.0), np.float64(1.0)]"
3,330,1590,1755,0.44242424242424244,-0.24086302731226852,-5.270862154092874,-0.2507258137198302,0.2,15,"[np.float64(0.05), np.float64(0.1), np.float64(0.85)]"
4,495,1755,1920,0.37575757575757573,-0.0820065935693745,-4.018977172941457,-0.14015728367611496,0.25,8,"[np.float64(0.1), np.float64(0.0), np.float64(0.9)]"
5,660,1920,2085,0.44242424242424244,-0.0008814311814692701,0.49863105297549054,-0.11326190282751707,0.375,8,"[np.float64(1.0), np.float64(0.0), np.float64(0.0)]"
6,825,2085,2250,0.42424242424242425,0.28817785486787123,14.822886039348173,-0.0607884022439045,0.75,8,"[np.float64(0.32999999999999996), np.float64(0.6699999999999999), np.float64(1.1102230246251565e-16)]"
7,990,2250,2415,0.46060606060606063,-0.029025657113591296,-0.7505419094885655,-0.1556148122249616,0.4,15,"[np.float64(0.3), np.float64(0.48), np.float64(0.21999999999999997)]"
8,1155,2415,2580,0.2545454545454545,-0.17551092059350923,-15.662624220322884,-0.18223984947058833,0.0,7,"[np.float64(0.0), np.float64(0.65), np.float64(0.35)]"
9,1320,2580,2745,0.4303030303030303,0.0,0.0,0.0,0.0,0,"[np.float64(1.0), np.float64(0.0), np.float64(0.0)]"
10,1485,2745,2910,0.32727272727272727,0.021150834002000556,1.9835300754954373,-0.040088729166857115,0.3333333333333333,3,"[np.float64(0.9500000000000001), np.float64(0.0), np.float64(0.04999999999999993)]"
11,1650,2910,3075,0.3515151515151515,-0.05342742252165717,-2.1927561144462016,-0.16176507500032214,0.3333333333333333,15,"[np.float64(0.019999999999999934), np.float64(0.0), np.float64(0.9800000000000001)]"
12,1815,3075,3240,0.3696969696969697,-0.03326068274979043,-0.3744759252082854,-0.19606169253955483,0.35294117647058826,17,"[np.float64(0.1), np.float64(0.0), np.float64(0.9)]"
13,1980,3240,3405,0.3878787878787879,-0.02180226280932493,-1.14132913517316,-0.10257554708267733,0.3333333333333333,6,"[np.float64(0.0), np.float64(0.9500000000000001), np.float64(0.04999999999999993)]"
14,2145,3405,3570,0.30303030303030304,-0.19121809761632702,-8.60525786520089,-0.2900592763578027,0.15384615384615385,13,"[np.float64(0.009999999999999967), np.float64(0.62), np.float64(0.37)]"
