2026-03-08 09:29:52.011 | INFO     | models.lstm_ensemble:<module>:39 - Ensemble using cuda
2026-03-08 09:29:52.012 | INFO     | __main__:main:642 - Using explicit symbol list: 6 symbols
2026-03-08 09:29:52.013 | INFO     | __main__:main:734 - [1/18] AVAX/USD 1h
2026-03-08 09:29:52.446 | INFO     | kraken_history:get_history_dir:554 - Found Kraken OHLC data at: data/OHLC_Kraken (12027 CSV files)
2026-03-08 09:29:52.446 | INFO     | kraken_history:fetch_ohlcv_full:324 - Loading AVAX/USD 1h from data/OHLC_Kraken\AVAXUSD_60.csv...
2026-03-08 09:29:52.485 | INFO     | kraken_history:fetch_ohlcv_full:326 -   Loaded 35285 bars (2021-12-21 → 2025-12-31)
2026-03-08 09:29:52.487 | INFO     | kraken_history:fetch_ohlcv_full:335 -   History cap 365d: 35285 → 8751 bars (from 2024-12-31)
2026-03-08 09:29:52.488 | INFO     | kraken_history:_topup_from_api:205 -   Topping up AVAX/USD 1h from 2025-12-31 via API...
2026-03-08 09:29:58.565 | INFO     | kraken_history:_topup_from_api:228 -   Top-up: 720 new bars
2026-03-08 09:29:58.574 | SUCCESS  | kraken_history:fetch_ohlcv_full:350 - AVAX/USD 1h: 9471 bars total (2024-12-31 → 2026-03-08)
2026-03-08 09:29:58.616 | INFO     | data.feature_engineer:build_features:514 - Building features for unknown (9471 rows)
2026-03-08 09:29:58.731 | INFO     | data.feature_engineer:build_features:540 - Dropped 200 NaN/inf rows → 9271 usable rows
2026-03-08 09:29:58.732 | INFO     | data.feature_engineer:build_features:543 - Label distribution: DOWN=2886 NEUTRAL=3789 UP=2596
2026-03-08 09:29:58.734 | INFO     | data.feature_engineer:build_features:550 - Regime: ranging=3975 trending_up=2230 trending_down=3066
2026-03-08 09:29:58.753 | INFO     | models.lstm_ensemble:train_ensemble:181 - 
Training 9-model ensemble for AVAX/USD_1h on cuda
2026-03-08 09:29:58.754 | INFO     | models.lstm_ensemble:train_ensemble:182 -   Train: 4450 | Val: 1483 | Features: 115
2026-03-08 09:30:00.005 | INFO     | models.lstm_ensemble:_train_one:126 -   [1/9] Training seed=42 — 4390 samples
2026-03-08 09:30:00.778 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   0 | val_loss=1.5446 | val_acc=0.3036 | lr=0.000976
2026-03-08 09:30:01.256 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   1 | val_loss=1.6589 | val_acc=0.3591 | lr=0.000905
2026-03-08 09:30:01.729 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   2 | val_loss=2.1389 | val_acc=0.3788 | lr=0.000794
2026-03-08 09:30:02.175 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   3 | val_loss=2.2288 | val_acc=0.3408 | lr=0.000655
2026-03-08 09:30:02.636 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   4 | val_loss=2.4286 | val_acc=0.3563 | lr=0.000501
2026-03-08 09:30:03.073 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   5 | val_loss=2.6010 | val_acc=0.3486 | lr=0.000346
2026-03-08 09:30:03.518 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   6 | val_loss=2.5989 | val_acc=0.3605 | lr=0.000207
2026-03-08 09:30:03.963 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   7 | val_loss=2.7522 | val_acc=0.3682 | lr=0.000096
2026-03-08 09:30:04.429 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   8 | val_loss=2.7684 | val_acc=0.3725 | lr=0.000025
2026-03-08 09:30:04.868 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   9 | val_loss=2.7689 | val_acc=0.3717 | lr=0.001000
2026-03-08 09:30:05.315 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  10 | val_loss=2.5388 | val_acc=0.3577 | lr=0.000994
2026-03-08 09:30:05.745 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  11 | val_loss=2.7322 | val_acc=0.3338 | lr=0.000976
2026-03-08 09:30:06.173 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  12 | val_loss=2.6817 | val_acc=0.3507 | lr=0.000946
2026-03-08 09:30:06.601 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  13 | val_loss=3.1054 | val_acc=0.3268 | lr=0.000905
2026-03-08 09:30:07.028 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  14 | val_loss=3.0408 | val_acc=0.3310 | lr=0.000854
