2026-03-04 21:15:55.267 | INFO     | models.lstm_ensemble:<module>:39 - Ensemble using cuda
2026-03-04 21:15:55.268 | INFO     | __main__:validate_symbol:138 - 
============================================================
  OOT VALIDATION: LINK/USD 8h x5 runs
============================================================
2026-03-04 21:15:55.693 | INFO     | timeframe_comparison:fetch_ohlcv_timeframe:232 - Loaded LINK/USD 8h from cache (5475 rows)
2026-03-04 21:15:55.693 | INFO     | data.feature_engineer:build_features:334 - Building features for unknown (5475 rows)
2026-03-04 21:15:55.778 | INFO     | data.feature_engineer:build_features:359 - Dropped 200 NaN/inf rows → 5275 usable rows
2026-03-04 21:15:55.786 | INFO     | data.feature_engineer:build_features:362 - Label distribution: DOWN=466 NEUTRAL=4277 UP=532
2026-03-04 21:15:55.786 | INFO     | data.feature_engineer:build_features:369 - Regime: ranging=2349 trending_up=1183 trending_down=1743
2026-03-04 21:15:55.791 | INFO     | __main__:run_once:91 - 
Run 1/5 | LINK/USD
2026-03-04 21:15:55.791 | INFO     | __main__:run_once:92 -   OOT:    1055 bars (351 days)
2026-03-04 21:15:55.792 | INFO     | __main__:run_once:93 -   Train:  2532 bars
2026-03-04 21:15:55.792 | INFO     | __main__:run_once:94 -   Val:     844 bars
2026-03-04 21:15:55.792 | INFO     | __main__:run_once:95 -   Test:    844 bars (281 days)
2026-03-04 21:15:55.798 | INFO     | models.lstm_ensemble:train_ensemble:181 - 
Training 9-model ensemble for LINK/USD on cuda
2026-03-04 21:15:55.798 | INFO     | models.lstm_ensemble:train_ensemble:182 -   Train: 2532 | Val: 844 | Features: 100
2026-03-04 21:15:57.259 | INFO     | models.lstm_ensemble:_train_one:126 -   [1/9] Training seed=42 — 2472 samples
2026-03-04 21:15:57.740 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   0 | val_loss=1.1472 | val_acc=0.7934 | lr=0.000976
2026-03-04 21:15:58.022 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   1 | val_loss=1.1672 | val_acc=0.7666 | lr=0.000905
2026-03-04 21:15:58.265 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   2 | val_loss=1.1305 | val_acc=0.7526 | lr=0.000794
2026-03-04 21:15:58.540 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   3 | val_loss=1.2178 | val_acc=0.6569 | lr=0.000655
2026-03-04 21:15:58.802 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   4 | val_loss=1.4582 | val_acc=0.7232 | lr=0.000501
2026-03-04 21:15:59.056 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   5 | val_loss=1.4829 | val_acc=0.7334 | lr=0.000346
2026-03-04 21:15:59.317 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   6 | val_loss=1.5788 | val_acc=0.6645 | lr=0.000207
2026-03-04 21:15:59.567 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   7 | val_loss=1.6722 | val_acc=0.6786 | lr=0.000096
2026-03-04 21:15:59.808 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   8 | val_loss=1.7095 | val_acc=0.7015 | lr=0.000025
2026-03-04 21:16:00.060 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   9 | val_loss=1.7211 | val_acc=0.7028 | lr=0.001000
2026-03-04 21:16:00.314 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  10 | val_loss=1.7093 | val_acc=0.6569 | lr=0.000994
2026-03-04 21:16:00.573 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  11 | val_loss=1.7428 | val_acc=0.6811 | lr=0.000976
2026-03-04 21:16:00.817 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  12 | val_loss=1.9638 | val_acc=0.7168 | lr=0.000946
2026-03-04 21:16:01.075 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  13 | val_loss=2.0031 | val_acc=0.7283 | lr=0.000905
2026-03-04 21:16:01.333 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  14 | val_loss=2.0940 | val_acc=0.6926 | lr=0.000854
2026-03-04 21:16:01.587 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  15 | val_loss=2.2751 | val_acc=0.7015 | lr=0.000794
2026-03-04 21:16:01.835 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  16 | val_loss=2.3338 | val_acc=0.7283 | lr=0.000727
2026-03-04 21:16:02.082 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  17 | val_loss=2.5627 | val_acc=0.7577 | lr=0.000655
2026-03-04 21:16:02.341 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  18 | val_loss=2.8929 | val_acc=0.7602 | lr=0.000579
2026-03-04 21:16:02.598 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  19 | val_loss=2.7882 | val_acc=0.6837 | lr=0.000501
2026-03-04 21:16:02.858 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  20 | val_loss=3.1000 | val_acc=0.7487 | lr=0.000422
2026-03-04 21:16:03.109 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  21 | val_loss=3.0863 | val_acc=0.7360 | lr=0.000346
2026-03-04 21:16:03.364 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  22 | val_loss=3.2942 | val_acc=0.7462 | lr=0.000274
2026-03-04 21:16:03.615 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  23 | val_loss=3.4103 | val_acc=0.7589 | lr=0.000207
2026-03-04 21:16:03.871 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  24 | val_loss=3.5239 | val_acc=0.7602 | lr=0.000147
2026-03-04 21:16:04.124 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  25 | val_loss=3.5361 | val_acc=0.7538 | lr=0.000096
2026-03-04 21:16:04.375 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  26 | val_loss=3.5933 | val_acc=0.7589 | lr=0.000055
2026-03-04 21:16:04.631 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  27 | val_loss=3.6158 | val_acc=0.7589 | lr=0.000025
2026-03-04 21:16:04.631 | INFO     | models.lstm_ensemble:_train_one:163 -     Early stop at epoch 27
2026-03-04 21:16:04.631 | INFO     | models.lstm_ensemble:_train_one:167 -   [1/9] Best val_loss: 1.1305
2026-03-04 21:16:04.682 | INFO     | models.lstm_ensemble:_train_one:126 -   [2/9] Training seed=179 — 2472 samples
2026-03-04 21:16:04.925 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   0 | val_loss=1.0696 | val_acc=0.7411 | lr=0.000976
2026-03-04 21:16:05.200 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   1 | val_loss=1.0773 | val_acc=0.7959 | lr=0.000905
2026-03-04 21:16:05.446 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   2 | val_loss=1.2137 | val_acc=0.7755 | lr=0.000794
2026-03-04 21:16:05.699 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   3 | val_loss=1.1885 | val_acc=0.6505 | lr=0.000655
2026-03-04 21:16:05.950 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   4 | val_loss=1.3249 | val_acc=0.7551 | lr=0.000501
2026-03-04 21:16:06.199 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   5 | val_loss=1.4774 | val_acc=0.7232 | lr=0.000346
2026-03-04 21:16:06.450 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   6 | val_loss=1.4790 | val_acc=0.6224 | lr=0.000207
2026-03-04 21:16:06.699 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   7 | val_loss=1.5775 | val_acc=0.6811 | lr=0.000096
2026-03-04 21:16:06.949 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   8 | val_loss=1.6509 | val_acc=0.7168 | lr=0.000025
2026-03-04 21:16:07.200 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch   9 | val_loss=1.6728 | val_acc=0.7232 | lr=0.001000
2026-03-04 21:16:07.459 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  10 | val_loss=1.7203 | val_acc=0.6467 | lr=0.000994
2026-03-04 21:16:07.701 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  11 | val_loss=1.4053 | val_acc=0.6556 | lr=0.000976
2026-03-04 21:16:07.948 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  12 | val_loss=1.8042 | val_acc=0.6747 | lr=0.000946
2026-03-04 21:16:08.208 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  13 | val_loss=1.8563 | val_acc=0.6926 | lr=0.000905
2026-03-04 21:16:08.455 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  14 | val_loss=2.0160 | val_acc=0.7117 | lr=0.000854
2026-03-04 21:16:08.704 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  15 | val_loss=2.0540 | val_acc=0.7321 | lr=0.000794
2026-03-04 21:16:08.954 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  16 | val_loss=2.0634 | val_acc=0.6926 | lr=0.000727
2026-03-04 21:16:09.229 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  17 | val_loss=2.3946 | val_acc=0.7334 | lr=0.000655
2026-03-04 21:16:09.477 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  18 | val_loss=2.4530 | val_acc=0.7398 | lr=0.000579
2026-03-04 21:16:09.722 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  19 | val_loss=2.5614 | val_acc=0.7398 | lr=0.000501
2026-03-04 21:16:09.972 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  20 | val_loss=2.8484 | val_acc=0.7436 | lr=0.000422
2026-03-04 21:16:10.225 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  21 | val_loss=2.8897 | val_acc=0.7309 | lr=0.000346
2026-03-04 21:16:10.475 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  22 | val_loss=3.1288 | val_acc=0.7411 | lr=0.000274
2026-03-04 21:16:10.722 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  23 | val_loss=3.1636 | val_acc=0.7538 | lr=0.000207
2026-03-04 21:16:10.973 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  24 | val_loss=3.2851 | val_acc=0.7513 | lr=0.000147
2026-03-04 21:16:11.224 | INFO     | models.lstm_ensemble:_train_one:153 -     Epoch  25 | val_loss=3.3784 | val_acc=0.7551 | lr=0.000096
2026-03-04 21:16:11.224 | INFO     | models.lstm_ensemble:_train_one:163 -     Early stop at epoch 25
2026-03-04 21:16:11.234 | INFO     | models.lstm_ensemble:_train_one:167 -   [2/9] Best val_loss: 1.0696
2026-03-04 21:16:11.275 | INFO     | models.lstm_ensemble:_train_one:126 -   [3/9] Training seed=316 — 2472 samples
