timestamp,open,high,low,close,volume
2016-07-27 00:00:00,2.2,2.3,1.55014,1.75,65233.08298468
2016-07-27 12:00:00,1.70446,1.91198,1.0,1.59085,254139.0422295301
2016-07-28 00:00:00,1.57589,1.765,1.36,1.765,94592.84979856
2016-07-28 12:00:00,1.76499,2.11,1.63,1.72252,144381.5913718102
2016-07-29 00:00:00,1.7284,1.792,1.52001,1.66,111406.8944661203
2016-07-29 12:00:00,1.66297,1.74894,1.55,1.64,73299.1531542498
2016-07-30 00:00:00,1.64391,1.70151,1.61,1.6259,23929.6898044
2016-07-30 12:00:00,1.62816,1.63732,1.55,1.55011,22852.19369164
2016-07-31 00:00:00,1.57439,1.79949,1.41,1.78698,100545.0835556001
2016-07-31 12:00:00,1.78696,1.91768,1.75304,1.79733,50280.84914408
2016-08-01 00:00:00,1.77889,2.2856,1.7,2.10366,151327.6541285609
2016-08-01 12:00:00,2.14981,2.32999,2.01001,2.32999,91009.8020226801
2016-08-02 00:00:00,2.32978,3.05,2.25177,2.6199,312770.1173094502
2016-08-02 12:00:00,2.671,3.64,2.065,2.67,490223.6238931602
2016-08-03 00:00:00,2.68221,2.89999,2.18261,2.76894,89676.00084481
2016-08-03 12:00:00,2.78044,3.2,2.3,2.6268,147371.56284906
2016-08-04 00:00:00,2.59628,2.77,2.401,2.44787,58270.42148267
2016-08-04 12:00:00,2.4218,2.6,2.1,2.35721,96221.91119763
2016-08-05 00:00:00,2.35922,2.55,2.2815,2.34,66810.1084878
2016-08-05 12:00:00,2.3611,2.64752,2.32001,2.5598,63610.33820857
2016-08-06 00:00:00,2.5848,2.83,2.5,2.83,115522.8104059
2016-08-06 12:00:00,2.83,2.87746,2.57131,2.69179,40594.98760431
2016-08-07 00:00:00,2.71401,2.75886,2.2,2.28185,82663.5841896001
2016-08-07 12:00:00,2.261,2.36354,1.95,2.175,145860.4022241498
2016-08-08 00:00:00,2.1606,2.39931,2.0491,2.25846,27870.85909386
2016-08-08 12:00:00,2.2115,2.2698,1.97,2.179,189790.9196643399
2016-08-09 00:00:00,2.14241,2.2038,1.72,1.9437,58344.7887928
2016-08-09 12:00:00,1.90385,2.3,1.74002,1.92013,119906.2627402101
2016-08-10 00:00:00,1.92377,2.06,1.60012,1.84996,116515.1900368599
2016-08-10 12:00:00,1.82617,1.87349,1.6179,1.705,104270.3089095801
2016-08-11 00:00:00,1.705,1.964,1.56077,1.9463,85189.04772356
2016-08-11 12:00:00,1.93026,1.9413,1.80564,1.85568,38634.59150129
