timestamp,open,high,low,close,volume
2024-01-01 20:00:00,1.4057e-05,1.4922e-05,1.402e-05,1.492e-05,3062038923.949062
2024-01-02 00:00:00,1.5e-05,1.541e-05,1.4419e-05,1.4787e-05,6353647131.67222
2024-01-02 04:00:00,1.4773e-05,1.483e-05,1.4303e-05,1.4434e-05,1376341868.5009286
2024-01-02 08:00:00,1.4505e-05,1.4983e-05,1.4342e-05,1.4436e-05,2252650493.2701693
2024-01-02 12:00:00,1.4436e-05,1.4545e-05,1.3686e-05,1.3686e-05,7477673551.32334
2024-01-02 16:00:00,1.3893e-05,1.4073e-05,1.3686e-05,1.3864e-05,13185858705.040829
2024-01-02 20:00:00,1.3921e-05,1.4081e-05,1.3401e-05,1.3511e-05,2999056066.940852
2024-01-03 00:00:00,1.3476e-05,1.379e-05,1.339e-05,1.3578e-05,1007168795.0720596
2024-01-03 04:00:00,1.3652e-05,1.3888e-05,1.3536e-05,1.3549e-05,1571812373.0436606
2024-01-03 08:00:00,1.3568e-05,1.3792e-05,1.3114e-05,1.3127e-05,1884455939.0866497
2024-01-03 12:00:00,1.3052e-05,1.45e-05,7.92e-06,1.1952e-05,8586811925.631447
2024-01-03 16:00:00,1.2015e-05,1.2108e-05,1.1249e-05,1.1503e-05,2942577551.733561
2024-01-03 20:00:00,1.1544e-05,1.1899e-05,1.1477e-05,1.1636e-05,1469964337.6525912
2024-01-04 00:00:00,1.1589e-05,1.2426e-05,1.1261e-05,1.2362e-05,4161813151.205432
2024-01-04 04:00:00,1.2291e-05,1.2291e-05,1.196e-05,1.1967e-05,2764539386.2824984
2024-01-04 08:00:00,1.1969e-05,1.2184e-05,1.1705e-05,1.211e-05,1259984154.45674
2024-01-04 12:00:00,1.2111e-05,1.258e-05,1.1964e-05,1.2335e-05,2532017056.2366505
2024-01-04 16:00:00,1.2272e-05,1.236e-05,1.2057e-05,1.2166e-05,1154624638.6398606
2024-01-04 20:00:00,1.2212e-05,1.244e-05,1.1913e-05,1.1919e-05,1689550520.215041
2024-01-05 00:00:00,1.196e-05,1.2067e-05,1.1274e-05,1.1449e-05,497493601.6228302
2024-01-05 04:00:00,1.146e-05,1.1486e-05,1.1262e-05,1.1262e-05,379883994.56660014
2024-01-05 08:00:00,1.1269e-05,1.1363e-05,1.1e-05,1.1141e-05,1402628730.9582803
2024-01-05 12:00:00,1.1083e-05,1.1294e-05,1.0569e-05,1.0979e-05,2662975204.647049
2024-01-05 16:00:00,1.1039e-05,1.1073e-05,1.0526e-05,1.0994e-05,2037355006.13434
2024-01-05 20:00:00,1.099e-05,1.1202e-05,1.0951e-05,1.1178e-05,588576831.1720601
2024-01-06 00:00:00,1.1178e-05,1.1182e-05,1.0725e-05,1.0859e-05,576035595.6559399
2024-01-06 04:00:00,1.0892e-05,1.0967e-05,9.974e-06,1.0312e-05,4257673756.83266
2024-01-06 08:00:00,1.0319e-05,1.0897e-05,1.0256e-05,1.0857e-05,535267259.37517005
2024-01-06 12:00:00,1.0896e-05,1.1609e-05,1.0635e-05,1.1147e-05,1431566658.45303
