timestamp,open,high,low,close,volume
2017-07-01,1.01,2.5,1.0,1.26,642350.7964435207
2017-07-02,1.29,3.9,0.98908,3.21998,2316433.1468828083
2017-07-03,3.2,6.9,2.5,4.2,1835603.2827458004
2017-07-04,4.19999,4.46,2.55174,3.24492,1815722.7122209503
2017-07-05,3.19001,3.36,2.6,2.85996,752778.1090282785
2017-07-06,2.85986,3.56,2.83005,3.26,635609.0009509096
2017-07-07,3.29503,3.35,2.6,2.65,480318.7916449805
2017-07-08,2.65001,2.79994,2.0299,2.40196,469750.2782222688
2017-07-09,2.42,2.5498,2.1,2.21442,296405.3241535996
2017-07-10,2.25414,2.27998,1.435,1.69745,475544.8206110491
2017-07-11,1.69728,1.83998,1.4,1.525,764538.5132100405
2017-07-12,1.52354,2.1,1.41,1.96004,580631.1344899903
2017-07-13,1.99793,1.99967,1.52,1.67739,390207.3828169499
2017-07-14,1.65507,1.71,1.461,1.50852,285526.9000626508
2017-07-15,1.51397,1.52716,1.28002,1.28777,440683.2837932301
2017-07-16,1.28649,1.35383,1.1,1.22801,532598.7480644393
2017-07-17,1.22807,1.59746,1.21,1.53039,526943.8845601511
2017-07-18,1.58875,1.79,1.44192,1.66204,568012.1030191872
2017-07-19,1.67,1.79,1.41002,1.46032,508547.3017016916
2017-07-20,1.47001,1.85,1.47001,1.71205,249781.24080882
2017-07-21,1.73981,1.98,1.6801,1.79122,354404.2055582096
2017-07-22,1.8,2.08,1.76563,2.0399,258929.10821722
2017-07-23,2.0399,2.19999,1.81,1.91,374964.7439359202
2017-07-24,1.92,1.9887,1.805,1.8642,153701.70675826
2017-07-25,1.90263,1.90999,1.495,1.669,361315.9123335695
2017-07-26,1.68281,1.76,1.5,1.71975,255807.2130483603
2017-07-27,1.70721,1.94,1.68092,1.92001,411086.3425564795
2017-07-28,1.91557,1.97,1.821,1.821,371001.6001302288
2017-07-29,1.821,1.89504,1.61,1.85,268717.0103831599
2017-07-30,1.85,1.86,1.65001,1.78185,134124.7484377999
2017-07-31,1.80999,1.81,1.66023,1.7136,207810.3489251598
2017-08-01,1.71361,1.82,1.6946,1.78983,322126.0583539694
2017-08-02,1.78969,1.808,1.68,1.74609,278276.5455790397
2017-08-03,1.74609,1.8,1.72,1.77502,242186.8563452203
2017-08-04,1.78552,1.83651,1.75,1.7662,188676.21803337
2017-08-05,1.76621,1.978,1.74001,1.84101,392019.4789881503
2017-08-06,1.84102,1.85999,1.71717,1.746,248423.5757941298
2017-08-07,1.7475,1.808,1.7102,1.80797,259012.9581288802
2017-08-08,1.80797,1.98,1.75849,1.84001,337213.0720868098
2017-08-09,1.84001,1.9358,1.80001,1.86098,121069.4012641398
2017-08-10,1.82502,1.91986,1.803,1.86792,238943.46349062
2017-08-11,1.86792,1.9062,1.752,1.753,459701.9876574794
2017-08-12,1.75899,1.85998,1.6211,1.673,415754.272658921
2017-08-13,1.68562,1.77,1.555,1.65,327349.6349470103
2017-08-14,1.62837,1.69186,1.54225,1.61367,540168.8769361908
2017-08-15,1.61159,1.74641,1.55,1.64,166452.0029401701
2017-08-16,1.64,1.6799,1.56,1.62734,127161.2332283099
2017-08-17,1.62212,1.62212,1.5,1.53002,297966.9358029908
2017-08-18,1.53001,1.55,1.4,1.44119,353019.5198900204
2017-08-19,1.44119,1.54,1.375,1.43986,258877.4352789803
2017-08-20,1.44,1.44,1.3,1.35828,263640.1473396303
2017-08-21,1.37,1.40362,1.3,1.30912,361263.7118513305
2017-08-22,1.30224,1.33996,1.2,1.24951,256554.1724530704
2018-02-16,9.28,9.55,9.28,9.55,12.999995
2018-02-17,9.55,14.5,9.55,10.39,56125.98924909
2018-02-18,10.39,10.39,8.5,9.2768,58418.74232116
2018-02-19,9.1899,9.6955,9.1481,9.5578,46068.6221958
2018-02-20,9.557,9.8814,8.6808,8.85,95847.4997385599
2018-02-21,8.855,8.973,8.0313,8.6488,103215.1493376799
2018-02-22,8.23,9.86,7.4,7.83,192738.2455508602
2018-02-23,7.7799,9.0,7.5002,8.25,168347.3955209198
2018-02-24,8.2103,8.89,7.6,7.91,58358.00920992
2018-02-25,7.81,8.0,7.5,7.69,50638.37323598
2018-02-26,7.68,8.6,7.45,7.9691,78457.42859131
2018-02-27,8.0197,9.88,7.9107,8.38,154602.4153619098
2018-02-28,8.4869,9.1744,8.1001,8.16,139932.4689513099
2018-03-01,8.18,8.6099,8.11,8.535,79182.59129223
2018-03-02,8.5346,9.03,7.8701,8.04,104708.3264282301
2018-03-03,8.04,8.4699,7.8308,7.9166,53016.14051638
2018-03-04,7.9899,8.1902,7.6601,8.1838,55531.28252661
2018-03-05,8.1497,8.2838,7.95,7.95,24777.92910806
2018-03-06,7.9298,8.1099,7.01,7.14,122564.1444679901
2018-03-07,7.1792,7.4263,5.8996,6.4399,226972.8050223002
2018-03-08,6.41,6.7197,5.84,6.07,110317.6556823699
2018-03-09,6.1494,6.18,5.23,6.015,193387.0129601706
2018-03-10,6.12,6.59,5.6274,5.6392,108344.2137757799
2018-03-11,5.61,6.2499,5.4144,6.01,77372.4931583
2018-03-12,6.0797,6.19,5.5701,5.75,88898.4477100301
