fold,train_start,test_start,test_end,accuracy,total_return,sharpe_ratio,max_drawdown,win_rate,n_trades,weights,horizon_bars,threshold
1,0,10080,11400,0.32575757575757575,-0.0002527019684839615,0.06867988463995736,-0.04441613179701262,0.35714285714285715,14,"[np.float64(0.0), np.float64(0.0), np.float64(1.0)]",12,0.025
2,1320,11400,12720,0.5795454545454546,0.0,0.0,0.0,0.0,0,"[np.float64(1.0), np.float64(0.0), np.float64(0.0)]",12,0.025
3,2640,12720,14040,0.6742424242424242,0.0,0.0,0.0,0.0,0,"[np.float64(0.9599999999999999), np.float64(0.039999999999999813), np.float64(3.3306690738754696e-16)]",12,0.025
4,3960,14040,15360,0.5787878787878787,0.0,0.0,0.0,0.0,0,"[np.float64(0.9699999999999998), np.float64(0.0), np.float64(0.03000000000000025)]",12,0.025
5,5280,15360,16680,0.5946969696969697,0.0,0.0,0.0,0.0,0,"[np.float64(0.1), np.float64(0.9), np.float64(0.0)]",12,0.025
6,6600,16680,18000,0.7840909090909091,0.0,0.0,0.0,0.0,0,"[np.float64(0.8699999999999999), np.float64(0.11999999999999984), np.float64(0.010000000000000273)]",12,0.025
7,7920,18000,19320,0.9151515151515152,0.0,0.0,0.0,0.0,0,"[np.float64(0.5), np.float64(0.0), np.float64(0.5)]",12,0.025
8,9240,19320,20640,0.8242424242424242,0.0,0.0,0.0,0.0,0,"[np.float64(0.55), np.float64(0.35000000000000003), np.float64(0.09999999999999992)]",12,0.025
9,10560,20640,21960,0.9242424242424242,0.0,0.0,0.0,0.0,0,"[np.float64(0.12999999999999995), np.float64(0.6), np.float64(0.27000000000000013)]",12,0.025
10,11880,21960,23280,0.8537878787878788,0.016518879990357165,4.671637212899794,-0.005364494645828227,1.0,1,"[np.float64(0.66), np.float64(0.13999999999999993), np.float64(0.20000000000000004)]",12,0.025
11,13200,23280,24600,0.746969696969697,0.0,0.0,0.0,0.0,0,"[np.float64(0.7000000000000001), np.float64(0.0), np.float64(0.29999999999999993)]",12,0.025
12,14520,24600,25920,0.35075757575757577,0.0,0.0,0.0,0.0,0,"[np.float64(0.9299999999999999), np.float64(0.049999999999999906), np.float64(0.020000000000000157)]",12,0.025
13,15840,25920,27240,0.7257575757575757,0.0,0.0,0.0,0.0,0,"[np.float64(0.78), np.float64(0.20999999999999985), np.float64(0.01000000000000012)]",12,0.025
14,17160,27240,28560,0.6871212121212121,0.0,0.0,0.0,0.0,0,"[np.float64(0.0), np.float64(0.20999999999999996), np.float64(0.79)]",12,0.025
15,18480,28560,29880,0.8431818181818181,0.0,0.0,0.0,0.0,0,"[np.float64(0.8500000000000001), np.float64(0.1), np.float64(0.049999999999999906)]",12,0.025
16,19800,29880,31200,0.9318181818181818,0.0,0.0,0.0,0.0,0,"[np.float64(0.8), np.float64(0.1), np.float64(0.09999999999999995)]",12,0.025
17,21120,31200,32520,0.5825757575757575,0.0,0.0,0.0,0.0,0,"[np.float64(0.0), np.float64(0.5), np.float64(0.5)]",12,0.025
18,22440,32520,33840,0.6984848484848485,0.0,0.0,0.0,0.0,0,"[np.float64(0.8099999999999999), np.float64(0.04999999999999989), np.float64(0.14000000000000018)]",12,0.025
19,23760,33840,35160,0.7477272727272727,0.0,0.0,0.0,0.0,0,"[np.float64(0.7199999999999999), np.float64(0.23999999999999988), np.float64(0.04000000000000026)]",12,0.025
20,25080,35160,36480,0.7606060606060606,0.0,0.0,0.0,0.0,0,"[np.float64(0.47), np.float64(0.13999999999999993), np.float64(0.3900000000000001)]",12,0.025
21,26400,36480,37800,0.7515151515151515,0.0,0.0,0.0,0.0,0,"[np.float64(0.9), np.float64(0.0), np.float64(0.09999999999999998)]",12,0.025
22,27720,37800,39120,0.7166666666666667,0.0,0.0,0.0,0.0,0,"[np.float64(0.35), np.float64(0.41999999999999993), np.float64(0.2300000000000001)]",12,0.025
23,29040,39120,40440,0.6590909090909091,0.06517578633050053,2.4664451427738494,-0.062015839244041304,1.0,1,"[np.float64(1.0), np.float64(0.0), np.float64(0.0)]",12,0.025
24,30360,40440,41760,0.7946969696969697,0.0,0.0,0.0,0.0,0,"[np.float64(0.029999999999999943), np.float64(0.00999999999999994), np.float64(0.9600000000000002)]",12,0.025
