symbol,timeframe,asset_class,n_models,n_bars,n_train,n_val,n_test,label_down,label_neutral,label_up,n_buy,n_sell,n_trades,win_rate,net_return,sharpe,max_drawdown,mean_conf,status,elapsed_s
BTC/USD,4h,crypto,9,4568,2740,914,914,146,2379,215,20,0,6,0.3333,-0.0048,-0.277,-0.0339,0.1777,- LOSS,77.2
BTC/USD,1d,crypto,9,521,312,104,105,1,307,4,1,0,1,0.0,-0.0082,-2.395,-0.0082,0.036,TOO_FEW_TRADES,58.9
ETH/USD,4h,crypto,9,4568,2740,914,914,263,2225,252,27,27,15,0.4,0.0104,0.414,-0.0421,0.311,+ MARGINAL,69.8
ETH/USD,1d,crypto,9,521,312,104,105,6,296,10,0,0,0,0.0,0.0,0.0,0.0,0.0496,TOO_FEW_TRADES,19.7
SOL/USD,4h,crypto,9,4568,2740,914,914,370,1932,438,62,16,27,0.1852,-0.1053,-3.021,-0.1217,0.3469,- LOSS,70.1
SOL/USD,1d,crypto,9,521,312,104,105,6,294,12,0,0,0,0.0,0.0,0.0,0.0,0.0982,TOO_FEW_TRADES,19.4
XRP/USD,4h,crypto,9,4568,2740,914,914,261,2138,341,42,0,11,0.1818,-0.0451,-1.615,-0.0676,0.2962,- LOSS,69.2
