symbol,timeframe,horizon_hours,horizon_bars,threshold,label_style,n_features,n,neutral_pct,up_pct,down_pct,balance,score,edge,n_folds,n_active_folds,med_accuracy,med_return,med_sharpe,med_win_rate,med_trades,prof_folds,reason
INJ/USD,2h,24,12,0.012,ternary,105,21691,0.31566087317320546,0.33105896454750816,0.3532801622792863,0.9675289679806204,15.64592402089086,False,2.0,1.0,0.3338902812587023,0.04087157249027841,2.218118395716814,1.0,3.0,1.0,acc=0.33<0.36
OP/USD,2h,8,4,0.025,ternary,105,16196,0.7750679180044455,0.11150901457149913,0.11342306742405532,0.9914905298209771,12.985840367994712,True,1.0,1.0,0.6033644859813084,0.09951065267381291,1.468550648368543,0.4666666666666667,30.0,1.0,passes_all
DOGE/USD,8h,24,3,0.005,ternary,105,5275,0.2885308056872038,0.3366824644549763,0.3747867298578199,0.9464428457986981,12.894674958797387,True,2.0,1.0,0.39766081871345027,0.11512249912586922,1.8414585845283824,0.75,4.0,1.0,passes_all
LINK/USD,8h,48,6,0.05,ternary,105,5275,0.7109004739336493,0.14635071090047394,0.14274881516587679,0.9875409836496534,12.401949687741125,True,2.0,1.0,0.4760233918128655,0.041678521974853354,1.1314818514838139,0.6666666666666666,3.0,1.0,passes_all
OP/USD,1h,8,8,0.025,ternary,105,32607,0.7459747906891159,0.12540252093108842,0.12862268837979576,0.9873234335884757,12.194073464263289,True,2.0,1.0,0.655822550831793,0.020534677671203098,0.5165113365163185,0.4074074074074074,27.0,1.0,passes_all
LINK/USD,1d,48,2,0.008,ternary,105,1625,0.2855384615384615,0.3556923076923077,0.3587692307692308,0.9956933677924188,12.107665569069358,False,2.0,1.0,0.3333333333333333,0.10033378372977568,1.4909989024026908,0.8,5.0,1.0,acc=0.33<0.36
DOGE/USD,4h,24,6,0.018,ternary,105,10750,0.5381395348837209,0.22111627906976744,0.24074418604651163,0.9575025177153772,11.530457273590912,True,1.0,1.0,0.36049801924165253,0.16900074203446694,1.8704968887578621,0.6666666666666666,12.0,1.0,passes_all
LINK/USD,8h,72,9,0.018,ternary,105,5275,0.3385781990521327,0.32341232227488154,0.3380094786729858,0.9779306391849859,11.047543254776295,False,2.0,1.0,0.34269005847953216,0.1442738711963424,2.1437420851856532,0.6666666666666666,6.0,1.0,acc=0.34<0.36
INJ/USD,1h,4,4,0.018,ternary,105,43582,0.7454683126061218,0.12929649855444908,0.12523518883942913,0.9840439917691693,10.935541988314862,True,1.0,1.0,0.5794999309296864,0.0705960911166716,0.8241147982925628,0.40476190476190477,42.0,1.0,passes_all
OP/USD,2h,24,12,0.05,ternary,105,16196,0.7598789824648061,0.11965917510496418,0.12046184243022968,0.9966572383785393,10.7559230785155,True,2.0,2.0,0.6201869158878505,0.02538556096375851,0.38801472027265904,0.4676113360323887,22.5,1.0,passes_all
LINK/USD,2h,24,12,0.035,ternary,105,21691,0.6795445115485685,0.16638237056843852,0.15407311788299294,0.9615882608017823,10.752005710607275,True,2.0,1.0,0.4622667780562517,0.12796021455416448,1.5566701494822408,0.5,40.0,1.0,passes_all
DOGE/USD,1d,72,3,0.05,ternary,105,1625,0.7224615384615385,0.13907692307692307,0.13846153846153847,0.9977827051077675,10.701857005264921,True,2.0,1.0,0.4186991869918699,0.11807323382679061,1.6064446939989534,0.5714285714285714,7.0,1.0,passes_all
OP/USD,1h,4,4,0.012,ternary,105,32607,0.6670960223264943,0.16303247768883983,0.16987149998466586,0.9794564717337506,10.421796559575785,True,2.0,1.0,0.555268022181146,0.02097868178856752,0.6899655277175719,0.4117647058823529,17.0,1.0,passes_all
INJ/USD,1d,72,3,0.035,ternary,105,1625,0.5181538461538462,0.24123076923076922,0.24061538461538462,0.9987228607944768,10.192416371857101,False,2.0,1.0,0.35365853658536583,0.10041637858303039,1.3692456401497854,0.6666666666666666,3.0,1.0,acc=0.35<0.36
LINK/USD,1d,48,2,0.012,ternary,105,1625,0.4055384615384615,0.29415384615384615,0.30030769230769233,0.989648033143708,10.08857508289195,False,2.0,1.0,0.2926829268292683,0.052054494378454726,0.6242893686062372,0.7142857142857143,7.0,1.0,acc=0.29<0.36
LINK/USD,2h,12,6,0.025,ternary,105,21691,0.7253238670416302,0.1432391314370015,0.1314370015213683,0.957032561418598,10.08544830680359,False,2.0,1.0,0.5004177109440268,0.004447226524326834,0.12709408792305424,0.5,10.0,1.0,sharpe=0.13<0.2
LINK/USD,8h,12,2,0.012,ternary,105,5275,0.5556398104265403,0.22369668246445498,0.22066350710900473,0.9931740614488084,9.71595015526096,True,2.0,2.0,0.37017543859649127,0.05337064534312512,0.9624413833311365,0.6333333333333333,4.0,2.0,passes_all
