symbol,timeframe,horizon_hours,horizon_bars,threshold,label_style,n_features,n,neutral_pct,up_pct,down_pct,balance,score,edge,n_folds,n_active_folds,med_accuracy,med_return,med_sharpe,med_win_rate,med_trades,prof_folds,reason
INJ/USD,2h,12,6,0.035,ternary,105,21691,0.7540454566410032,0.12802544834263058,0.11792909501636624,0.9589503281893924,13.224183845910012,True,1.0,1.0,0.5920356446672236,0.1944672909133522,1.9121943568208606,0.46808510638297873,47.0,1.0,passes_all
LINK/USD,2h,12,6,0.025,ternary,105,21691,0.7253238670416302,0.1432391314370015,0.1314370015213683,0.957032561418598,11.431150707997546,True,2.0,2.0,0.5066833751044277,0.029252195712072805,0.7046260630518506,0.6428571428571428,12.0,1.0,passes_all
DOGE/USD,2h,12,6,0.025,ternary,105,21691,0.7511871283020608,0.12475220137384169,0.12406067032409755,0.9972206781657006,10.61040446604123,True,2.0,2.0,0.5808966861598441,0.024638774146360627,0.31564147455166364,0.41512195121951223,33.0,2.0,passes_all
LINK/USD,2h,8,4,0.018,ternary,105,21691,0.7145359826656217,0.14535982665621686,0.14010419067816146,0.9815891473513163,9.691890681698304,True,2.0,1.0,0.5048732943469786,0.0315099210372573,0.5777581280920655,0.4444444444444444,9.0,1.0,passes_all
OP/USD,2h,12,6,0.035,ternary,105,16196,0.7895159298592245,0.10422326500370462,0.10626080513707088,0.9903197419057733,9.600328561296806,False,1.0,1.0,0.5757009345794393,0.004583708522052438,0.12610578807536743,0.3673469387755102,49.0,1.0,sharpe=0.13<0.2
LINK/USD,2h,12,6,0.012,ternary,105,21691,0.5032040938638145,0.2505186482873081,0.2462772578488774,0.9914625092970664,9.595415226207335,True,2.0,2.0,0.39111668059036475,0.04313566888397036,1.0641530429714678,0.5505952380952381,14.5,2.0,passes_all
DOGE/USD,1h,4,4,0.012,ternary,105,43582,0.7335138359873342,0.13154513331191778,0.134941030700748,0.9872567591316839,9.445175933056882,True,2.0,2.0,0.5867523138555049,0.040644026259533804,0.5458439416610731,0.41428571428571426,16.5,1.0,passes_all
LINK/USD,2h,4,2,0.012,ternary,105,21691,0.7472223502835277,0.1288091835323406,0.12396846618413167,0.9808498997657094,9.345778844683897,False,2.0,1.0,0.6120857699805068,0.0011933818518598855,0.0540634450737626,0.3333333333333333,6.0,1.0,"wr=0.33<0.36, sharpe=0.05<0.2"
LINK/USD,1h,8,8,0.025,ternary,105,43582,0.7824101693359644,0.11094029645266394,0.10664953421137166,0.9802805020414863,9.322881037356497,True,1.0,1.0,0.541096836579638,0.05090277567142657,0.6178734396220049,0.36220472440944884,127.0,1.0,passes_all
INJ/USD,2h,8,4,0.012,ternary,105,21691,0.5318795813932046,0.23129408510442118,0.23682633350237425,0.9881819972677116,9.072205730582892,True,2.0,2.0,0.4051796157059315,-0.020621617246185903,0.37575627360712105,0.6428571428571428,36.5,1.0,passes_all
