fold,train_start,test_start,test_end,accuracy,total_return,sharpe_ratio,max_drawdown,win_rate,n_trades,weights
1,0,2520,2850,0.15454545454545454,-0.014190420661087774,-0.8063512388957186,-0.06452834958007843,0.4,20,"[np.float64(0.0), np.float64(0.00999999999999994), np.float64(0.9900000000000001)]"
2,330,2850,3180,0.28484848484848485,-0.010659891775028883,-0.404133522659065,-0.04215838077032191,0.375,8,"[np.float64(0.0), np.float64(1.0), np.float64(0.0)]"
3,660,3180,3510,0.7575757575757576,0.012039936620013214,0.8726334524428107,-0.03675691375648265,0.5,4,"[np.float64(0.48999999999999994), np.float64(0.3799999999999999), np.float64(0.13000000000000012)]"
4,990,3510,3840,0.6424242424242425,-0.0007979305471202679,-0.14711908697638376,-0.018223034932917673,0.3333333333333333,3,"[np.float64(0.8), np.float64(0.1), np.float64(0.09999999999999995)]"
5,1320,3840,4170,0.5515151515151515,0.03844597185854764,3.6623072765044746,-0.010640612928968549,1.0,3,"[np.float64(0.45), np.float64(0.55), np.float64(0.0)]"
6,1650,4170,4500,0.6303030303030303,0.007669608042071923,1.2111059298354458,-0.011569256487680138,0.5,4,"[np.float64(0.8799999999999999), np.float64(0.029999999999999902), np.float64(0.0900000000000002)]"
7,1980,4500,4830,0.6515151515151515,0.015024326255982306,0.8534701988511962,-0.042881743562855734,0.5,2,"[np.float64(0.55), np.float64(0.2), np.float64(0.24999999999999994)]"
8,2310,4830,5160,0.5424242424242425,-0.06763691514860093,-3.3849710527089574,-0.0826003215819196,0.2222222222222222,9,"[np.float64(0.5800000000000001), np.float64(0.0), np.float64(0.41999999999999993)]"
9,2640,5160,5490,0.3393939393939394,0.03853175996957234,1.4697684923705603,-0.03854253425188905,0.4,5,"[np.float64(0.87), np.float64(0.12999999999999995), np.float64(5.551115123125783e-17)]"
10,2970,5490,5820,0.6303030303030303,-0.04611261078462885,-3.833274090724071,-0.05179783176473648,0.25,4,"[np.float64(0.97), np.float64(0.0), np.float64(0.030000000000000027)]"
11,3300,5820,6150,0.3878787878787879,0.1481954856603221,5.31923809832841,-0.04468723398864486,0.7,10,"[np.float64(0.23000000000000004), np.float64(0.029999999999999943), np.float64(0.7400000000000001)]"
12,3630,6150,6480,0.6606060606060606,-0.02057361206182832,-0.9466790162583562,-0.05843995201208835,0.3333333333333333,15,"[np.float64(1.0), np.float64(0.0), np.float64(0.0)]"
13,3960,6480,6810,0.4484848484848485,0.017084669261695672,1.6160934460703404,-0.018328153099523434,0.5,4,"[np.float64(0.0), np.float64(0.75), np.float64(0.25)]"
14,4290,6810,7140,0.36363636363636365,0.029066164252643103,1.42283320283273,-0.03131437038818026,0.4444444444444444,9,"[np.float64(0.0), np.float64(0.55), np.float64(0.44999999999999996)]"
15,4620,7140,7470,0.4121212121212121,0.02142785140714841,1.0802066852263248,-0.045403147324758746,0.42857142857142855,7,"[np.float64(0.0), np.float64(0.9), np.float64(0.09999999999999998)]"
16,4950,7470,7800,0.24545454545454545,0.08253235696495212,2.631779521485241,-0.04014217040026747,0.5,6,"[np.float64(0.0), np.float64(0.5099999999999999), np.float64(0.4900000000000001)]"
17,5280,7800,8130,0.33636363636363636,0.025549523184811913,0.9538829058043868,-0.0481369951338118,0.4166666666666667,12,"[np.float64(0.32999999999999996), np.float64(0.0), np.float64(0.67)]"
18,5610,8130,8460,0.4,-0.05218697039504732,-3.2426557151597906,-0.05465546288398099,0.125,8,"[np.float64(0.0), np.float64(0.9500000000000001), np.float64(0.04999999999999993)]"
19,5940,8460,8790,0.19696969696969696,0.028812492610294612,1.7670570456100583,-0.0382919330337873,0.5,8,"[np.float64(0.0), np.float64(0.99), np.float64(0.010000000000000009)]"
20,6270,8790,9120,0.21515151515151515,-0.021149645544892702,-1.409052677268165,-0.032046420714689036,0.3,10,"[np.float64(0.0), np.float64(0.9500000000000001), np.float64(0.04999999999999993)]"
21,6600,9120,9450,0.7545454545454545,0.008582426634337026,0.5991171663306446,-0.03051933451089442,1.0,2,"[np.float64(0.96), np.float64(0.039999999999999925), np.float64(1.1102230246251565e-16)]"
22,6930,9450,9780,0.6818181818181818,-0.04935007724799834,-3.3288292376525512,-0.05338253000359542,0.1111111111111111,9,"[np.float64(0.62), np.float64(0.31), np.float64(0.07)]"
23,7260,9780,10110,0.7303030303030303,0.010911683338646798,1.0060226640004948,-0.01698062877135357,0.5,6,"[np.float64(0.5799999999999998), np.float64(0.24999999999999983), np.float64(0.17000000000000032)]"
